Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
FARM_2795,Punjab,Amritsar,Mustard,Rabi,8.1,515,25.5,58.5,8.8,6.95,41,98,54,46,Tube Well,171,2.1,82,5.69,43.86,13297,478611,583206,104595,6771.5,8.4,31.8
FARM_2796,Madhya Pradesh,Jabalpur,Gram,Rabi,6.4,439.2,25.3,53.5,6.2,6.49,56.5,144,35,36,Rainfed,196,2.4,70,5.64,34.74,11892,434053,413128,-20925,6321.1,8.92,42.8
FARM_2797,Punjab,Amritsar,Mustard,Rabi,9.9,411.9,23.1,65.1,6.5,6.82,44.7,117,45,48,Tube Well,235,1.6,86,4.76,44.43,17441,531183,774904,243721,6007.2,7.92,31.4
FARM_2798,Gujarat,Ahmedabad,Barley,Rabi,9.2,247.6,20.5,51.8,5.6,7.23,37.8,118,62,65,Drip,158,2.3,70,5.3,51.55,15419,659967,794849,134882,5660.1,9.36,21.5
FARM_2799,Gujarat,Rajkot,Potato,Rabi,6,384.8,21.7,62.2,7.1,6.25,54.2,108,54,50,Tube Well,200,1.8,80,3.66,21.61,15333,300334,331346,31012,4874.7,7.51,37.4
FARM_2800,Gujarat,Vadodara,Gram,Rabi,5.5,510.7,23.1,67.1,6.8,8.08,36.3,130,52,42,Canal,182,1.6,82,5.61,31.88,16885,402988,538294,135306,6480.3,8.66,31.5
FARM_2801,Andhra Pradesh,Kurnool,Potato,Rabi,9.5,442.7,20.5,54,6.8,6.66,36.5,134,56,54,Canal,179,3,97,5.07,46.12,17085,548417,787960,239543,6136.6,8.26,47.1
FARM_2802,Uttar Pradesh,Kanpur,Wheat,Rabi,7.8,373.1,26.2,57.3,7.7,6.69,26.3,131,47,43,Drip,164,3.4,83,4.55,35.27,13352,445245,470925,25680,4912.9,9.26,32.9
FARM_2803,Haryana,Karnal,Barley,Rabi,5,442.6,26,63.4,8.3,7.03,41.6,99,33,61,Canal,207,2.7,90,5,22.84,14987,296287,342303,46016,4901.2,10.2,42
FARM_2804,Madhya Pradesh,Ujjain,Gram,Rabi,8.4,506.3,21.1,59.7,8.3,7.56,30.3,79,59,39,Tube Well,178,3,84,3.97,33.75,14374,433246,485123,51877,3628,10.94,36.6
FARM_2805,Punjab,Jalandhar,Gram,Rabi,7.6,375.5,26.4,56.4,6.9,6.91,36.5,130,72,47,Sprinkler,155,2.3,74,5.6,42.64,16125,534963,687570,152607,6447,8.69,51.4
FARM_2806,Maharashtra,Pune,Wheat,Rabi,10.9,475.2,23.3,58.3,7.8,6.51,43.4,114,73,63,Tube Well,171,2.7,73,3.85,37.63,12707,433987,478164,44177,4150.2,9.28,37.1
FARM_2807,Telangana,Nalgonda,Barley,Rabi,7.5,348,22,72.9,6,7.38,28.3,178,49,33,Drip,183,2.9,81,3.21,22.5,17527,272995,394358,121363,6348.2,5.06,53.7
FARM_2808,Uttar Pradesh,Meerut,Gram,Rabi,6.6,314.1,22.6,56.4,8,6.42,47.7,140,53,33,Canal,221,2.3,83,5.29,35.66,14587,434700,520172,85472,5788.4,9.14,40
FARM_2809,Madhya Pradesh,Bhopal,Gram,Rabi,6.3,424.5,20.6,57.7,7.1,6.25,30.5,111,61,40,Canal,182,2.1,73,5.06,29.7,15713,341829,466676,124847,5748.5,8.8,34.1
FARM_2810,Gujarat,Junagadh,Wheat,Rabi,8,410,24.1,45.7,6.3,6.01,27.1,162,59,34,Tube Well,211,2.5,82,4.79,34.59,14002,408412,484329,75917,6584.4,7.27,44
FARM_2811,Maharashtra,Nagpur,Potato,Rabi,6.3,439.6,21.5,61.4,7.2,5.9,48.2,176,48,39,Tube Well,152,3,96,4.7,30.32,13489,374582,408986,34404,6319.1,7.44,33.2
FARM_2812,Maharashtra,Pune,Mustard,Rabi,7.8,523.9,25.4,63.2,6.1,7.15,42,110,57,62,Tube Well,194,3.7,83,6.04,45.59,16436,545603,749317,203714,7181.1,8.41,44
FARM_2813,Gujarat,Junagadh,Gram,Rabi,8.3,397.3,24.8,57.4,8.5,5.67,36.8,155,60,47,Drip,174,3.3,89,5.12,40.16,15341,525355,616095,90740,5585.5,9.17,41.9
FARM_2814,Gujarat,Rajkot,Gram,Rabi,7.4,478.2,22.2,58.4,6.3,6.73,37.2,131,55,33,Canal,191,3.3,81,5.55,41.77,15576,529234,650610,121376,5856.6,9.48,36.6
FARM_2815,Telangana,Nalgonda,Gram,Rabi,6.2,560.2,22.4,52,6.3,6.32,41,143,50,38,Sprinkler,204,2.6,91,5.43,32.29,14814,421442,478344,56902,6675,8.13,22
FARM_2816,Haryana,Rohtak,Mustard,Rabi,8.5,500.4,23,59.6,6.3,6.96,32.4,133,52,55,Drip,170,3.7,82,1.72,13.61,17186,176584,233901,57317,7014.2,2.45,33.7
FARM_2817,Tamil Nadu,Thanjavur,Barley,Rabi,9,500,25.8,67.3,8,6.65,39.8,154,61,50,Drip,172,2.5,80,4.3,36.31,15132,471996,549443,77447,5880,7.31,39.8
FARM_2818,Haryana,Hisar,Potato,Rabi,6,435.9,22.5,62.3,7.3,6.92,43.4,129,27,32,Canal,180,1.5,90,4,25.97,16636,271202,432037,160835,4929.9,8.11,47.7
FARM_2819,Madhya Pradesh,Ujjain,Mustard,Rabi,11.4,423.8,24.2,48.7,7.7,6.39,51.5,117,64,52,Drip,223,2.3,76,5.89,69.66,18652,988983,1299298,310315,4831.5,12.19,34.2
FARM_2820,Andhra Pradesh,Anantapur,Potato,Rabi,7.8,522,22.8,62.3,7.1,7.08,33.5,129,59,31,Drip,143,3.9,77,5.84,46.97,15132,609086,710750,101664,6988.5,8.36,49.1
FARM_2821,Telangana,Rangareddy,Potato,Rabi,3.9,541.7,20,55.7,7.3,6.57,52.5,100,45,55,Canal,200,2,75,4.53,17.02,15918,178517,270924,92407,5912.1,7.66,42.9
FARM_2822,Punjab,Ludhiana,Mustard,Rabi,6.1,576.8,23.5,44,7.8,7.22,34,119,61,44,Drip,164,1.8,82,2.4,14.72,12971,171439,190933,19494,6959.2,3.45,34.2
FARM_2823,Maharashtra,Solapur,Gram,Rabi,9.2,457.5,21.6,69.7,6.4,6.29,42.6,78,70,55,Sprinkler,228,2.4,74,4.38,43.53,16548,502719,720334,217615,6661.3,6.58,35
FARM_2824,Maharashtra,Pune,Gram,Rabi,10,477.2,21,55.4,7,6.68,45.5,93,57,75,Drip,199,2.2,76,5.4,52.08,13312,541626,693289,151663,5471.7,9.87,35.8
FARM_2825,Karnataka,Shimoga,Wheat,Rabi,6.8,430.4,23.6,61.3,7.3,6.66,47.1,136,62,27,Rainfed,246,2.5,75,4.95,35.3,15376,414464,542773,128309,6808.5,7.27,48
FARM_2826,Uttar Pradesh,Agra,Mustard,Rabi,7,365.7,26.9,63.5,5,7.35,55.1,99,56,58,Rainfed,161,2.9,76,4.61,33.05,15079,416215,498361,82146,6073.4,7.59,49
FARM_2827,Madhya Pradesh,Bhopal,Barley,Rabi,7,320.5,19.1,56,8.1,6.67,47.9,119,54,27,Rainfed,181,1.1,84,5.18,38.89,14242,470955,553871,82916,5448.3,9.51,33.9
FARM_2828,Punjab,Jalandhar,Wheat,Rabi,7.5,477.3,23.9,53.9,6.2,6.74,37.3,100,52,53,Rainfed,181,3.1,82,5.7,42.82,16585,491729,710170,218441,6704.4,8.5,36.8
FARM_2829,Tamil Nadu,Tiruchirappalli,Gram,Rabi,11.9,564.3,24.4,57.2,6.3,6.71,45.8,139,59,52,Canal,168,3,79,5.36,66.26,17511,778131,1160279,382148,5560.6,9.64,45.8
FARM_2830,Telangana,Rangareddy,Mustard,Rabi,11.6,510.7,21.6,68.6,5.2,7.16,48.9,83,75,32,Rainfed,178,3.6,81,5.15,59.44,15981,730429,949911,219482,6714.9,7.67,40.2
FARM_2831,Madhya Pradesh,Bhopal,Gram,Rabi,11.2,450.5,25.8,58.7,6.8,6.79,57.7,115,35,43,Tube Well,183,1,90,5.99,70.67,17903,865117,1265205,400088,6260.5,9.57,33.4
FARM_2832,Punjab,Patiala,Potato,Rabi,10.5,486.9,23.7,61.6,8.2,5.21,33.6,114,82,42,Rainfed,139,3,86,5.02,50.77,15615,736074,792774,56700,6980.7,7.19,48.6
FARM_2833,Punjab,Bathinda,Mustard,Rabi,4.7,407.1,22.9,63.9,6.9,7,44.6,105,23,51,Canal,209,2.1,85,4.42,19.63,16427,228944,322462,93518,4855.6,9.1,44.3
FARM_2834,Haryana,Rohtak,Mustard,Rabi,8.3,426.5,26.2,53.5,6.2,6.39,68,102,68,40,Canal,213,2.8,84,5.26,44.7,16577,499921,740992,241071,6448.3,8.16,39.3
FARM_2835,Punjab,Patiala,Barley,Rabi,9.6,450.4,22.6,58.8,7.4,6.24,47.6,121,65,36,Canal,206,1.9,90,5.91,54.88,15801,647212,867159,219947,6055.1,9.76,34.5
FARM_2836,Andhra Pradesh,Kurnool,Potato,Rabi,10,369.3,21.5,50.6,6.4,7.09,44.8,113,60,50,Canal,164,3,83,5.38,53.54,15488,761301,829228,67927,5002.5,10.75,34.3
FARM_2837,Telangana,Rangareddy,Barley,Rabi,7.1,322.5,25.3,53.3,7.6,6.67,37.4,118,43,40,Sprinkler,183,1.2,78,5.48,43.03,15374,462454,661543,199089,7064.8,7.76,43
FARM_2838,Haryana,Karnal,Wheat,Rabi,10,488.3,21,60.8,5.3,6.62,48.6,93,55,32,Drip,166,1.3,89,4.69,47.22,15605,555485,736868,181383,6433,7.29,30.8
FARM_2839,Haryana,Hisar,Wheat,Rabi,9,409.1,26.5,50.7,4.9,6.78,39.6,132,33,38,Tube Well,184,2.4,83,5.81,47.58,15190,567883,722740,154857,6266.2,9.27,33.7
FARM_2840,Gujarat,Surat,Wheat,Rabi,7.1,347.4,23.1,49.5,7.1,6.87,47.4,162,43,36,Rainfed,187,2,91,5.15,35.99,13422,462595,483058,20463,4383.1,11.75,50
FARM_2841,Tamil Nadu,Tiruchirappalli,Barley,Rabi,3.7,479.2,24.9,48.5,5.6,6.38,45,114,72,37,Canal,168,2.5,83,5.75,22.14,12741,276484,282086,5602,6068.9,9.47,35.6
FARM_2842,Tamil Nadu,Coimbatore,Potato,Rabi,9.1,441,23,46.2,7.3,7.19,37.3,97,45,59,Tube Well,184,2.8,88,4.72,41.71,15807,494869,659310,164441,5214,9.05,34.3
FARM_2843,Uttar Pradesh,Kanpur,Wheat,Rabi,6.8,379.3,23.9,59.7,7.9,6.73,39,112,60,42,Drip,206,1.9,84,5.31,39.07,16341,469225,638443,169218,5662.9,9.38,49.9
FARM_2844,Maharashtra,Solapur,Barley,Rabi,7,437.9,20.7,64.5,6.3,7.04,59.6,92,47,40,Canal,159,3,87,4.47,30.22,15354,407230,463998,56768,6622.5,6.75,51.2
FARM_2845,Karnataka,Mysuru,Potato,Rabi,7.7,471.8,22.6,58.6,7.1,6.51,31.7,113,74,36,Drip,151,2.5,72,5.21,40.25,15677,441523,630999,189476,5337.1,9.76,41.5
FARM_2846,Gujarat,Vadodara,Mustard,Rabi,6.4,450.2,22.7,58.7,6.6,6.81,30.7,105,50,49,Canal,209,2.2,83,5.93,38.9,15940,459407,620066,160659,6764.4,8.77,47.4
FARM_2847,Karnataka,Shimoga,Gram,Rabi,7.3,471.1,25.4,65,6.4,7.09,52.6,133,60,49,Drip,246,1.7,82,5.69,43.16,14896,557990,642911,84921,6408.4,8.88,49.3
FARM_2848,Telangana,Medak,Mustard,Rabi,7.7,416.8,24,52,8.3,7.02,73.6,73,63,48,Canal,170,2.6,87,5.56,46.38,16150,552128,749037,196909,5492.7,10.12,50.7
FARM_2849,Haryana,Ambala,Gram,Rabi,5.4,380,22.7,54.5,7.5,6.48,45.2,152,66,66,Canal,210,2.1,81,6.37,32.98,16366,418824,539751,120927,5536.5,11.51,29.9
FARM_2850,Punjab,Patiala,Potato,Rabi,9.3,457.9,27.4,61,8.3,6.18,59.9,138,63,49,Canal,133,1.3,74,4.44,41.12,15359,487797,631562,143765,5566,7.98,43.5
FARM_2851,Punjab,Amritsar,Mustard,Rabi,6.4,366.2,22.1,57.1,8.4,6.62,53.1,77,40,28,Drip,188,2.8,73,5.79,33.74,13801,390640,465646,75006,5278.4,10.97,41.8
FARM_2852,Haryana,Karnal,Barley,Rabi,10.3,460.3,26.4,49.4,7.7,7.14,49.9,83,62,46,Canal,131,2.1,75,6.89,69.88,14741,909373,1030101,120728,6745.7,10.21,38
FARM_2853,Karnataka,Mysuru,Wheat,Rabi,8.8,421.7,21.9,55.9,7.3,7.26,44.2,124,55,55,Tube Well,180,2.3,85,4.62,40.05,16963,438962,679368,240406,6311.4,7.32,30.7
FARM_2854,Andhra Pradesh,Kurnool,Potato,Rabi,7.8,394.6,18.6,63.4,9.3,7.31,49.1,128,53,45,Rainfed,217,1.8,82,4.29,32.56,14897,399455,485046,85591,5829.5,7.36,40.2
FARM_2855,Madhya Pradesh,Jabalpur,Mustard,Rabi,6.3,439.1,18.9,47.6,7.2,7.23,33.2,152,63,28,Canal,161,2.1,85,3.52,21.96,13759,287020,302148,15128,6719.4,5.24,36.9
FARM_2856,Uttar Pradesh,Varanasi,Wheat,Rabi,9.7,432.1,22.1,58.9,6.8,6.91,37.4,121,69,67,Rainfed,199,2.4,86,4.74,43.2,14810,479389,639792,160403,5837.2,8.12,40.5
FARM_2857,Gujarat,Vadodara,Gram,Rabi,9.8,435.5,21.7,64.2,7.8,7.92,33.6,121,59,38,Tube Well,175,3,77,5.17,46.61,15212,542138,709031,166893,6072.5,8.51,43.3
FARM_2858,Madhya Pradesh,Ujjain,Wheat,Rabi,10.2,305.6,21.8,52.4,7.7,7.3,30.8,104,35,52,Rainfed,188,1.8,87,3.95,38.79,14613,492175,566838,74663,4365.4,9.05,41
FARM_2859,Uttar Pradesh,Agra,Mustard,Rabi,7.3,487,21.7,55.9,7.6,6.64,24.9,140,56,49,Drip,182,1.9,82,5.17,41.23,13102,456873,540195,83322,5566.7,9.29,44
FARM_2860,Telangana,Nalgonda,Barley,Rabi,7.7,477.1,25.1,53.9,5.1,7.46,56.2,154,70,46,Rainfed,165,2.5,84,6.55,53.36,17412,678607,929104,250497,5087.5,12.87,32.7
FARM_2861,Punjab,Bathinda,Potato,Rabi,9,546.4,23.7,61.6,7.2,6.17,50.9,96,56,53,Tube Well,172,1.6,78,9.4,90.71,16802,1251453,1524109,272656,4350.5,21.61,36.1
FARM_2862,Uttar Pradesh,Lucknow,Mustard,Rabi,6.8,299.6,19,60.4,6.8,6.61,33.7,100,56,46,Sprinkler,170,2.7,78,6.06,42.67,15795,549501,673973,124472,6771.9,8.95,43.5
FARM_2863,Haryana,Hisar,Potato,Rabi,9,513.5,24.8,64.3,6.6,6.52,48.3,122,55,48,Drip,229,2.6,84,5.26,46.47,15781,577998,733343,155345,6022.1,8.73,36.3
FARM_2864,Uttar Pradesh,Lucknow,Mustard,Rabi,11.4,549.2,22.6,61.3,7.5,6.97,54.2,121,74,33,Drip,163,3.1,85,5.21,61.53,15281,699418,940240,240822,6747.5,7.72,46.6
FARM_2865,Uttar Pradesh,Varanasi,Gram,Rabi,9.7,516.8,22.2,55.3,7.9,7.04,48.2,91,49,36,Sprinkler,157,2.7,80,5.33,52.12,15673,624587,816877,192290,5009.9,10.64,38.4
FARM_2866,Haryana,Karnal,Barley,Rabi,9.3,342.8,23.3,58.7,6.5,6.7,35.3,140,51,40,Tube Well,175,3.2,85,4.9,45.97,15341,559081,705226,146145,5483.6,8.94,41.4
FARM_2867,Maharashtra,Aurangabad,Gram,Rabi,7.6,437.9,26.7,56.6,7.1,6.52,38.5,116,44,30,Rainfed,189,2.2,81,4.62,35.57,14382,468791,511568,42777,6643.6,6.95,50
FARM_2868,Uttar Pradesh,Varanasi,Mustard,Rabi,4.1,373.9,21,51.7,8.4,6.94,43.6,51,42,54,Canal,169,2.2,83,4.67,19.47,14443,241900,281205,39305,6233.2,7.49,26.9
FARM_2869,Madhya Pradesh,Bhopal,Potato,Rabi,10.5,384.1,23.8,57.7,6.5,6.24,43.3,146,72,42,Tube Well,187,3.6,79,5.14,59.08,14658,824479,865995,41516,5045.3,10.19,34.4
FARM_2870,Maharashtra,Nashik,Potato,Rabi,10.3,464,25.8,46.2,8.9,7.82,35.6,132,54,40,Rainfed,181,2.7,86,5.86,56.21,14388,676885,808749,131864,6765.5,8.66,32.8
FARM_2871,Punjab,Ludhiana,Wheat,Rabi,9.2,409.6,26.5,55.5,7.8,5.78,51.6,111,58,55,Rainfed,191,2.7,74,4.47,41.92,13110,507713,549571,41858,4803.7,9.31,48
FARM_2872,Punjab,Patiala,Mustard,Rabi,8,368.9,23,51.4,7.3,6.52,40.1,136,43,56,Tube Well,140,2.1,76,4.3,35.52,14467,440995,513868,72873,6912.9,6.22,43.6
FARM_2873,Telangana,Rangareddy,Potato,Rabi,9.5,334.2,21.1,52.7,6.5,6.17,50.2,111,31,36,Tube Well,159,2.2,84,4.36,37.04,14090,431257,521894,90637,7133.5,6.11,38.9
FARM_2874,Maharashtra,Pune,Potato,Rabi,4.2,381,22.8,50,6.5,6.51,62.6,127,67,40,Tube Well,185,2.3,78,5.21,20.6,13309,245022,274165,29143,6342.6,8.21,29.7
FARM_2875,Karnataka,Dharwad,Barley,Rabi,13.5,586.5,22.5,62.5,5.8,5.56,48.6,132,54,39,Rainfed,203,2.3,93,3.68,52.47,14153,614527,742608,128081,5500.9,6.69,52.9
FARM_2876,Uttar Pradesh,Kanpur,Potato,Rabi,9.6,385.1,28.2,49.3,6.9,7.38,45.5,143,51,36,Drip,214,2.4,84,5.73,55.1,13453,653359,741260,87901,5684.3,10.08,43.6
FARM_2877,Telangana,Medak,Barley,Rabi,8.9,486.2,17.3,50.6,5.5,6.78,41.2,105,61,24,Tube Well,189,1.8,87,5.26,45.83,15002,563102,687542,124440,6068.1,8.67,44
FARM_2878,Tamil Nadu,Salem,Mustard,Rabi,8.7,385,21,53.4,9.1,7.09,40.8,91,53,52,Sprinkler,184,3.3,91,5.5,47.73,15792,656285,753752,97467,3851,14.28,33.5
FARM_2879,Madhya Pradesh,Bhopal,Barley,Rabi,9.4,407.8,20.7,55,7,6.74,42.8,88,33,46,Rainfed,208,2.4,79,5.66,56.41,14630,704246,825278,121032,4182.8,13.53,40.8
FARM_2880,Gujarat,Ahmedabad,Barley,Rabi,8.3,261.3,21.5,46.8,6.5,7.69,34.6,136,53,31,Tube Well,130,2.7,88,6.39,51.13,15498,600049,792413,192364,6081.7,10.51,49.5
FARM_2881,Uttar Pradesh,Agra,Potato,Rabi,9.7,430.4,19,56.9,7.7,6.58,47.9,123,59,46,Drip,203,2.4,89,5.17,52.03,16040,591892,834561,242669,4749.7,10.88,40.2
FARM_2882,Maharashtra,Nagpur,Gram,Rabi,9.9,454.6,24.8,68,6.8,6.2,59.8,108,58,43,Drip,220,2.9,78,6.25,62.85,15106,847283,949412,102129,6148.1,10.17,39.1
FARM_2883,Karnataka,Mysuru,Wheat,Rabi,8.2,513.1,18.5,58.1,7.1,7.2,48.1,110,43,37,Canal,181,2.2,78,6.14,45.7,14056,551654,642359,90705,7973.8,7.7,43.2
FARM_2884,Uttar Pradesh,Meerut,Gram,Rabi,11.6,348.3,24.7,60.7,8.1,7.14,51.7,130,63,47,Sprinkler,190,1.9,85,3.79,46.26,12400,558836,573624,14788,5313.3,7.13,32.7
FARM_2885,Tamil Nadu,Madurai,Potato,Rabi,7.4,378.9,21.4,68.8,6.9,6.51,48.9,129,67,58,Drip,159,3.1,84,4.78,34.44,18171,415714,625809,210095,5354.8,8.93,53.7
FARM_2886,Gujarat,Vadodara,Wheat,Rabi,10.4,480.4,24,46.4,8.7,6.77,35.3,83,63,49,Rainfed,195,1.7,86,5.38,61.36,15869,715472,973722,258250,7724.2,6.97,38.8
FARM_2887,Karnataka,Belagavi,Barley,Rabi,8,486.4,19.5,45.2,6,6.27,52.3,117,50,54,Tube Well,153,2.4,75,5,41.82,14924,549312,624122,74810,6857,7.29,51.8
FARM_2888,Andhra Pradesh,Krishna,Potato,Rabi,10.6,374.6,27.1,61.2,8.2,7.13,47.6,116,62,43,Drip,186,3.2,82,5,47.21,13332,663491,629404,-34087,6245.1,8.01,35
FARM_2889,Gujarat,Rajkot,Barley,Rabi,6.5,380,21.3,55.5,8.9,6.69,42.6,125,46,55,Drip,192,2.7,78,5.29,33.87,14650,453792,496195,42403,6385.8,8.28,38.4
FARM_2890,Uttar Pradesh,Agra,Gram,Rabi,9.4,315.3,20.6,54.8,8.4,6.94,42.1,94,51,36,Rainfed,160,2.2,88,5.82,53.01,13972,652843,740656,87813,6954,8.37,28.6
FARM_2891,Gujarat,Junagadh,Mustard,Rabi,10.9,419.7,22.3,62.6,6.8,6.68,42.1,102,70,58,Rainfed,179,2.8,86,4.62,51.48,14427,724913,742702,17789,7435.2,6.21,43.2
FARM_2892,Telangana,Rangareddy,Potato,Rabi,5.6,414.6,25.4,54.8,6.7,6.46,37.2,119,68,63,Rainfed,149,2.6,75,3.94,22.52,16728,319214,376715,57501,6110.4,6.45,38.8
FARM_2893,Tamil Nadu,Coimbatore,Barley,Rabi,9.7,546.9,25,62.8,9.2,6.86,58.1,116,57,61,Tube Well,197,2.1,85,5.28,49.4,13468,676601,665319,-11282,6905.7,7.65,53
FARM_2894,Punjab,Bathinda,Barley,Rabi,8.1,358.8,24,68.4,6.5,7.53,45.2,100,42,31,Drip,176,2.1,98,4.29,31.64,15011,384938,474948,90010,5054.3,8.49,50.3
FARM_2895,Punjab,Patiala,Potato,Rabi,10.7,395.8,19.3,42.4,8.2,7.23,44.6,123,48,48,Canal,176,2.6,87,4.5,47.62,14828,567207,706109,138902,4436.5,10.14,38.8
FARM_2896,Haryana,Ambala,Barley,Rabi,6.5,451.8,25.6,48.5,8.3,6.77,58.3,136,51,46,Canal,198,2.4,75,4.73,30.26,13266,350340,401429,51089,7157.7,6.61,40.4
FARM_2897,Andhra Pradesh,Guntur,Potato,Rabi,11.2,424.3,23.6,65.3,6.7,7.04,47,135,56,42,Rainfed,181,2.7,78,6.26,70.42,11986,849379,844054,-5325,5506.1,11.37,32.7
FARM_2898,Tamil Nadu,Tiruchirappalli,Potato,Rabi,6.2,434.7,24.2,65,6.4,6.96,47.7,106,66,61,Rainfed,174,4,78,6.47,40.4,14672,519899,592749,72850,4297.2,15.06,42.8
FARM_2899,Andhra Pradesh,Anantapur,Wheat,Rabi,8.3,400.9,20.7,62.5,8.6,7.17,48.4,163,47,40,Rainfed,187,4,80,4.85,43.4,17733,461986,769612,307626,6486,7.48,28.5
FARM_2900,Punjab,Jalandhar,Gram,Rabi,8.2,387.3,26.9,62.1,5.3,7.06,41.6,109,60,45,Tube Well,160,2.4,84,4.51,38.9,13746,407787,534719,126932,4036.8,11.17,41.3
FARM_2901,Karnataka,Raichur,Mustard,Rabi,9.4,314.9,28.9,57.2,9.4,6.74,40.5,132,53,44,Drip,215,2.7,90,5.29,49.06,17799,656335,873219,216884,5742.6,9.21,32.1
FARM_2902,Gujarat,Ahmedabad,Mustard,Rabi,5.6,418.9,18.3,53,8,7.14,47.5,167,49,35,Tube Well,140,1.8,88,5.26,31.69,15451,441109,489642,48533,4242,12.4,38.7
FARM_2903,Telangana,Warangal,Mustard,Rabi,9,365.2,25.2,50.7,8.3,6.95,42.5,114,49,50,Sprinkler,163,2.2,88,7.12,64.84,16432,751220,1065451,314231,4930.5,14.44,48.9
FARM_2904,Tamil Nadu,Tiruchirappalli,Potato,Rabi,5.9,393.7,24.5,57.9,7.5,7.57,41.6,99,57,54,Rainfed,159,2.6,64,4.85,27.36,16143,390076,441672,51596,4328.8,11.2,25
FARM_2905,Gujarat,Junagadh,Wheat,Rabi,8.5,433.5,21.8,50.8,8.2,7.25,48.5,165,46,33,Drip,187,2.8,74,5.49,48.98,14977,608796,733573,124777,6027.5,9.11,32.3
FARM_2906,Tamil Nadu,Thanjavur,Wheat,Rabi,5.5,425.7,25.5,65.6,7.2,6.56,36.2,94,57,37,Tube Well,219,2.3,78,3.18,17.55,16424,226042,288241,62199,5585.4,5.69,36.7
FARM_2907,Andhra Pradesh,Anantapur,Potato,Rabi,5.5,450.6,20.1,55.2,6.9,6.67,43.7,130,70,41,Drip,153,1.3,77,5.32,29.26,14607,349649,427401,77752,6551.7,8.12,26.1
FARM_2908,Maharashtra,Solapur,Potato,Rabi,9.8,591.6,18,53.4,8.5,6.52,40.1,128,52,47,Drip,179,3,92,5.69,49.85,14289,574904,712307,137403,5479.1,10.38,38.9
FARM_2909,Haryana,Kurukshetra,Potato,Rabi,11.4,475.8,25.6,56.8,7.1,7.1,52.9,83,56,48,Rainfed,202,2.1,74,4.48,49.94,15565,599281,777316,178035,6551.1,6.84,42.2
FARM_2910,Madhya Pradesh,Indore,Mustard,Rabi,6.7,465.8,21.1,59.1,5.5,7.99,47.6,126,57,42,Tube Well,184,2.3,84,5.51,35.95,15072,470480,541838,71358,5896.9,9.34,37.4
FARM_2911,Karnataka,Belagavi,Potato,Rabi,9,382.4,25.2,70.3,8.2,7.39,44.1,159,57,51,Canal,165,2.4,86,4.75,41.7,16613,464781,692762,227981,5012.5,9.48,35.6
FARM_2912,Karnataka,Belagavi,Wheat,Rabi,10.1,361.8,23.2,54.9,8,6.41,31.9,98,52,45,Rainfed,146,2.8,90,5.34,53.14,15927,674058,846361,172303,7149.5,7.47,38.7
FARM_2913,Uttar Pradesh,Meerut,Gram,Rabi,9.1,329.5,22.8,48.5,8.7,7.3,34.6,142,36,41,Canal,168,2.1,81,4.79,41.57,15121,490307,628580,138273,5761.5,8.31,50.6
FARM_2914,Madhya Pradesh,Ujjain,Gram,Rabi,7.1,456.5,20.8,59.5,5.5,7.03,52.1,110,37,47,Sprinkler,179,2.1,86,5.7,35.55,14508,461665,515759,54094,5628.8,10.13,46.5
FARM_2915,Andhra Pradesh,Anantapur,Wheat,Rabi,6.5,372.7,27.7,53.3,7.7,5.58,40.7,107,61,27,Canal,179,3.1,83,4.53,27.71,15184,299023,420749,121726,5878.8,7.71,40
FARM_2916,Punjab,Jalandhar,Gram,Rabi,9,464.7,21.5,61,8,6.88,42.6,114,54,58,Tube Well,219,2.6,79,5.14,43.81,16347,543126,716162,173036,5937.3,8.66,44.3
FARM_2917,Tamil Nadu,Salem,Gram,Rabi,7.5,406.9,25.6,63.2,6.8,7.81,45.8,116,44,55,Drip,211,1.6,78,6.05,45.91,14727,564583,676117,111534,5886.8,10.28,36.3
FARM_2918,Maharashtra,Nashik,Mustard,Rabi,6.4,424.9,20,65.3,6.4,7.05,41.1,123,23,45,Canal,239,2.3,76,5.1,33.64,16407,411970,551931,139961,4163.4,12.25,35
FARM_2919,Punjab,Jalandhar,Barley,Rabi,6.5,620.9,23.8,45.2,6.8,7.22,55.2,140,53,42,Tube Well,198,3.1,69,5.73,38.18,14682,485663,560559,74896,4826.3,11.87,58.1
FARM_2920,Gujarat,Junagadh,Potato,Rabi,4.7,468.4,21.5,53.8,5.5,6.05,43.8,84,67,57,Drip,208,1.9,75,6.99,32.63,16287,363221,531445,168224,6328,11.05,34.8
FARM_2921,Telangana,Warangal,Barley,Rabi,10.5,448.7,21.7,49.5,6.4,6.68,42.9,127,58,45,Sprinkler,158,3.7,86,4.6,43.57,16232,520948,707228,186280,5584.8,8.24,39
